143424,MANAGE-POLICY-COMMITTEE-REPRESENTATIVES-UPDATE,Update policy committee representatives,WORKFLOW,"[{""addRepType"": {""label"": ""Type of representative"", ""value"": ""Employer"", ""metaData"": {""groupName"": ""Add Representatives 1"", ""sectionId"": ""ADD_REPS""}}}, {""addRepFirstName"": {""label"": ""First name"", ""value"": ""FirstqkdaDT"", ""metaData"": {""groupName"": ""Add Representatives 1"", ""sectionId"": ""ADD_REPS""}}}, {""addRepLastName"": {""label"": ""Last name"", ""value"": ""LastbjilPM"", ""metaData"": {""groupName"": ""Add Representatives 1"", ""sectionId"": ""ADD_REPS""}}}, {""addRepDateOfAppointment"": {""label"": ""Date of appointment"", ""value"": ""08/01/2000"", ""metaData"": {""groupName"": ""Add Representatives 1"", ""sectionId"": ""ADD_REPS""}}}, {""removeRepType"": {""label"": ""Type of representative"", ""value"": ""Employee"", ""metaData"": {""groupName"": ""Remove Representatives 1"", ""sectionId"": ""REMOVE_REPS""}}}, {""removeRepFirstName"": {""label"": ""First name"", ""value"": ""FirstyakkKX"", ""metaData"": {""groupName"": ""Remove Representatives 1"", ""sectionId"": ""REMOVE_REPS""}}}, {""removeRepLastName"": {""label"": ""Last name"", ""value"": ""LastxxdmNQ"", ""metaData"": {""groupName"": ""Remove Representatives 1"", ""sectionId"": ""REMOVE_REPS""}}}, {""removeRepDateOfExit"": {""label"": ""Date of exit"", ""value"": ""01/01/2001"", ""metaData"": {""groupName"": ""Remove Representatives 1"", ""sectionId"": ""REMOVE_REPS""}}}, {""contactFirstName"": {""label"": ""First name"", ""value"": ""first"", ""metaData"": {""groupName"": ""Contact Details"", ""sectionId"": ""CONTACT""}}}, {""contactLastName"": {""label"": ""Last name"", ""value"": ""last"", ""metaData"": {""groupName"": ""Contact Details"", ""sectionId"": ""CONTACT""}}}, {""contactPhoneNumber"": {""label"": ""Phone number"", ""value"": ""0412345678"", ""metaData"": {""groupName"": ""Contact Details"", ""sectionId"": ""CONTACT""}}}]",2024-08-12 00:41:46,employer,e99099990,""
143422,UPDATE-PLAN-CONTACT-DETAILS-FORM,Update plan contact details,WORKFLOW,"[{""updatePrimaryContact"": {""label"": ""Do you want to update primary contact?"", ""value"": ""Yes"", ""metaData"": {""groupName"": ""Primary contact"", ""sectionId"": ""primaryContact""}}}, {""updateBusinessAddress"": {""label"": ""Do you want to update business address?"", ""value"": ""No"", ""metaData"": {""groupName"": ""Business address details"", ""sectionId"": ""businessAddressDetails""}}}, {""updatePayrollContact"": {""label"": ""Would you like to add a Payroll contact?"", ""value"": ""Yes"", ""metaData"": {""groupName"": ""Payroll contact"", ""sectionId"": ""payrollContact""}}}, {""updateMiscContact"": {""label"": ""Would you like to add a Miscellaneous contact?"", ""value"": ""Yes"", ""metaData"": {""groupName"": ""Miscellaneous contact"", ""sectionId"": ""miscellaneousContact""}}}, {""miscContactTitle"": {""label"": ""Title"", ""value"": ""Miss"", ""metaData"": {""groupName"": ""Miscellaneous contact 1"", ""sectionId"": ""miscellaneousContact""}}}, {""miscContactFirstName"": {""label"": ""First name"", ""value"": ""Test user three"", ""metaData"": {""groupName"": ""Miscellaneous contact 1"", ""sectionId"": ""miscellaneousContact""}}}, {""miscContactLastName"": {""label"": ""Last name"", ""value"": ""Test user last name three"", ""metaData"": {""groupName"": ""Miscellaneous contact 1"", ""sectionId"": ""miscellaneousContact""}}}, {""contactFirstName"": {""label"": ""First name"", ""value"": ""Test"", ""metaData"": {""groupName"": ""Your contact details"", ""sectionId"": ""contactDetails""}}}, {""contactLastName"": {""label"": ""Last name"", ""value"": ""plancontact"", ""metaData"": {""groupName"": ""Your contact details"", ""sectionId"": ""contactDetails""}}}, {""contactPhoneNumber"": {""label"": ""Phone number"", ""value"": ""04123456789"", ""metaData"": {""groupName"": ""Your contact details"", ""sectionId"": ""contactDetails""}}}, {""contactEmail"": {""label"": ""Email"", ""value"": ""a@b.com"", ""metaData"": {""groupName"": ""Your contact details"", ""sectionId"": ""contactDetails""}}}, {""primaryContactTitle"": {""label"": ""Title"", ""value"": ""Mr"", ""metaData"": {""groupName"": ""Primary contact"", ""sectionId"": ""primaryContact""}}}, {""primaryContactFirstName"": {""label"": ""First name"", ""value"": ""Test user one"", ""metaData"": {""groupName"": ""Primary contact"", ""sectionId"": ""primaryContact""}}}, {""primaryContactLastName"": {""label"": ""Last name"", ""value"": ""Test user last name one"", ""metaData"": {""groupName"": ""Primary contact"", ""sectionId"": ""primaryContact""}}}, {""payrollContactTitle"": {""label"": ""Title"", ""value"": ""Mr"", ""metaData"": {""groupName"": ""Payroll contact"", ""sectionId"": ""payrollContact""}}}, {""payrollContactFirstName"": {""label"": ""First name"", ""value"": ""Test user two"", ""metaData"": {""groupName"": ""Payroll contact"", ""sectionId"": ""payrollContact""}}}, {""payrollContactLastName"": {""label"": ""Last name"", ""value"": ""Test user last name two"", ""metaData"": {""groupName"": ""Payroll contact"", ""sectionId"": ""payrollContact""}}}]",2024-08-12 00:41:20,employer,e99099990,""
143423,MANAGE-POLICY-COMMITTEE-REPRESENTATIVES-UPDATE,Update policy committee representatives,WORKFLOW,"[{""addRepType"": {""label"": ""Type of representative"", ""value"": ""Employee"", ""metaData"": {""groupName"": ""Add Representatives 1"", ""sectionId"": ""ADD_REPS""}}}, {""addRepFirstName"": {""label"": ""First name"", ""value"": ""ContactTest"", ""metaData"": {""groupName"": ""Add Representatives 1"", ""sectionId"": ""ADD_REPS""}}}, {""addRepLastName"": {""label"": ""Last name"", ""value"": ""ContactUser"", ""metaData"": {""groupName"": ""Add Representatives 1"", ""sectionId"": ""ADD_REPS""}}}, {""addRepDateOfAppointment"": {""label"": ""Date of appointment"", ""value"": ""12/02/2021"", ""metaData"": {""groupName"": ""Add Representatives 1"", ""sectionId"": ""ADD_REPS""}}}, {""removeRepType"": {""label"": ""Type of representative"", ""value"": ""Employer"", ""metaData"": {""groupName"": ""Remove Representatives 1"", ""sectionId"": ""REMOVE_REPS""}}}, {""removeRepFirstName"": {""label"": ""First name"", ""value"": ""ContactTestEmployer"", ""metaData"": {""groupName"": ""Remove Representatives 1"", ""sectionId"": ""REMOVE_REPS""}}}, {""removeRepLastName"": {""label"": ""Last name"", ""value"": ""ContactUserEmployer"", ""metaData"": {""groupName"": ""Remove Representatives 1"", ""sectionId"": ""REMOVE_REPS""}}}, {""removeRepDateOfExit"": {""label"": ""Date of exit"", ""value"": ""11/02/2021"", ""metaData"": {""groupName"": ""Remove Representatives 1"", ""sectionId"": ""REMOVE_REPS""}}}, {""contactFirstName"": {""label"": ""First name"", ""value"": ""ContactTestUser"", ""metaData"": {""groupName"": ""Contact Details"", ""sectionId"": ""CONTACT""}}}, {""contactLastName"": {""label"": ""Last name"", ""value"": ""ContactTest"", ""metaData"": {""groupName"": ""Contact Details"", ""sectionId"": ""CONTACT""}}}, {""contactPhoneNumber"": {""label"": ""Phone number"", ""value"": ""0423456789"", ""metaData"": {""groupName"": ""Contact Details"", ""sectionId"": ""CONTACT""}}}]",2024-08-12 00:41:19,employer,e99099990,""
143421,MANAGE-EMPLOYEES-EXIT,Exit employee,WORKFLOW,"[{""firstName"": {""label"": ""First name"", ""value"": ""James"", ""metaData"": {""groupName"": ""Employee details 1"", ""sectionId"": ""EMPLOYEE_DETAILS""}}}, {""lastName"": {""label"": ""Last name"", ""value"": ""Tracy"", ""metaData"": {""groupName"": ""Employee details 1"", ""sectionId"": ""EMPLOYEE_DETAILS""}}}, {""accountNumber"": {""label"": ""Account number"", ""value"": ""99999999"", ""metaData"": {""groupName"": ""Employee details 1"", ""sectionId"": ""EMPLOYEE_DETAILS""}}}, {""dateOfExit"": {""label"": ""Date of exit"", ""value"": ""03/02/2021"", ""metaData"": {""groupName"": ""Employee details 1"", ""sectionId"": ""EMPLOYEE_DETAILS""}}}, {""contactFirstName"": {""label"": ""First name"", ""value"": ""Jenny"", ""metaData"": {""groupName"": ""Contact Details"", ""sectionId"": ""CONTACT_DETAILS""}}}, {""contactLastName"": {""label"": ""Last name"", ""value"": ""Smith"", ""metaData"": {""groupName"": ""Contact Details"", ""sectionId"": ""CONTACT_DETAILS""}}}, {""contactPhoneNumber"": {""label"": ""Phone number"", ""value"": ""0456767654"", ""metaData"": {""groupName"": ""Contact Details"", ""sectionId"": ""CONTACT_DETAILS""}}}, {""contactEmail"": {""label"": ""Email"", ""value"": ""test@test.com"", ""metaData"": {""groupName"": ""Contact Details"", ""sectionId"": ""CONTACT_DETAILS""}}}]",2024-08-12 00:41:19,employer,e99099990,""
143420,MANAGE-EMPLOYEES-ADD,Add new employee,WORKFLOW,"[{""title"": {""label"": ""Title"", ""value"": ""Mr"", ""metaData"": {""groupName"": ""Employee personal details"", ""sectionId"": ""EMPLOYEE_PERSONAL_DETAILS""}}}, {""firstName"": {""label"": ""First name"", ""value"": ""James"", ""metaData"": {""groupName"": ""Employee personal details"", ""sectionId"": ""EMPLOYEE_PERSONAL_DETAILS""}}}, {""lastName"": {""label"": ""Last name"", ""value"": ""Tracy"", ""metaData"": {""groupName"": ""Employee personal details"", ""sectionId"": ""EMPLOYEE_PERSONAL_DETAILS""}}}, {""gender"": {""label"": ""Gender"", ""value"": ""Male"", ""metaData"": {""groupName"": ""Employee personal details"", ""sectionId"": ""EMPLOYEE_PERSONAL_DETAILS""}}}, {""country"": {""label"": ""Country"", ""value"": ""Australia"", ""metaData"": {""groupName"": ""Employee contact details"", ""sectionId"": ""EMPLOYEE_CONTACT_DETAILS""}}}, {""postalAddress"": {""label"": ""Is your postal address"", ""value"": ""Same as business address"", ""metaData"": {""groupName"": ""Employee contact details"", ""sectionId"": ""EMPLOYEE_CONTACT_DETAILS""}}}, {""dateJoinedCompany"": {""label"": ""Date joined company"", ""value"": ""10/11/2001"", ""metaData"": {""groupName"": ""Employment details"", ""sectionId"": ""EMPLOYMENT_DETAILS""}}}, {""basisOfEmployment"": {""label"": ""Basis of employment"", ""value"": ""Fixed Term Employee"", ""metaData"": {""groupName"": ""Employment details"", ""sectionId"": ""EMPLOYMENT_DETAILS""}}}, {""currentAnnualSalary"": {""label"": ""Current annual salary"", ""value"": ""70000"", ""metaData"": {""groupName"": ""Employment details"", ""sectionId"": ""EMPLOYMENT_DETAILS""}}}, {""activelyAtWork"": {""label"": ""Was the new employee actively at work on the day insurance cover first commenced (usually date joined plan)?"", ""value"": ""Yes"", ""metaData"": {""groupName"": ""Employment details"", ""sectionId"": ""EMPLOYMENT_DETAILS""}}}, {""contactFirstName"": {""label"": ""First name"", ""value"": ""Jake"", ""metaData"": {""groupName"": ""Contact Details"", ""sectionId"": ""CONTACT_DETAILS""}}}, {""contactLastName"": {""label"": ""Last name"", ""value"": ""Spencer"", ""metaData"": {""groupName"": ""Contact Details"", ""sectionId"": ""CONTACT_DETAILS""}}}, {""contactPhoneNumber"": {""label"": ""Phone number"", ""value"": ""0450323456"", ""metaData"": {""groupName"": ""Contact Details"", ""sectionId"": ""CONTACT_DETAILS""}}}, {""dateOfBirth"": {""label"": ""Date of birth"", ""value"": ""20/10/1994"", ""metaData"": {""groupName"": ""Employee personal details"", ""sectionId"": ""EMPLOYEE_PERSONAL_DETAILS""}}}, {""streetAddress1"": {""label"": ""Street address 1"", ""value"": ""105 Miller St"", ""metaData"": {""groupName"": ""Employee contact details"", ""sectionId"": ""EMPLOYEE_CONTACT_DETAILS""}}}, {""streetAddress2"": {""label"": ""Street address 2"", ""value"": """", ""metaData"": {""groupName"": ""Employee contact details"", ""sectionId"": ""EMPLOYEE_CONTACT_DETAILS""}}}, {""state"": {""label"": ""State"", ""value"": ""VIC"", ""metaData"": {""groupName"": ""Employee contact details"", ""sectionId"": ""EMPLOYEE_CONTACT_DETAILS""}}}, {""suburb"": {""label"": ""Suburb"", ""value"": ""EPPING"", ""metaData"": {""groupName"": ""Employee contact details"", ""sectionId"": ""EMPLOYEE_CONTACT_DETAILS""}}}, {""postcode"": {""label"": ""Postcode"", ""value"": ""3076"", ""metaData"": {""groupName"": ""Employee contact details"", ""sectionId"": ""EMPLOYEE_CONTACT_DETAILS""}}}]",2024-08-12 00:41:18,employer,e99099990,""
143419,MANAGE-POLICY-COMMITTEE-REPRESENTATIVES-UPDATE,Update policy committee representatives,WORKFLOW,"[{""addRepType"": {""label"": ""Type of representative"", ""value"": ""Employer"", ""metaData"": {""groupName"": ""Add Representatives 1"", ""sectionId"": ""ADD_REPS""}}}, {""addRepFirstName"": {""label"": ""First name"", ""value"": ""FirstgrqvVV"", ""metaData"": {""groupName"": ""Add Representatives 1"", ""sectionId"": ""ADD_REPS""}}}, {""addRepLastName"": {""label"": ""Last name"", ""value"": ""LastptfoXL"", ""metaData"": {""groupName"": ""Add Representatives 1"", ""sectionId"": ""ADD_REPS""}}}, {""addRepDateOfAppointment"": {""label"": ""Date of appointment"", ""value"": ""08/01/2000"", ""metaData"": {""groupName"": ""Add Representatives 1"", ""sectionId"": ""ADD_REPS""}}}, {""removeRepType"": {""label"": ""Type of representative"", ""value"": ""Employee"", ""metaData"": {""groupName"": ""Remove Representatives 1"", ""sectionId"": ""REMOVE_REPS""}}}, {""removeRepFirstName"": {""label"": ""First name"", ""value"": ""FirstsrrpBD"", ""metaData"": {""groupName"": ""Remove Representatives 1"", ""sectionId"": ""REMOVE_REPS""}}}, {""removeRepLastName"": {""label"": ""Last name"", ""value"": ""LasthlvgWW"", ""metaData"": {""groupName"": ""Remove Representatives 1"", ""sectionId"": ""REMOVE_REPS""}}}, {""removeRepDateOfExit"": {""label"": ""Date of exit"", ""value"": ""01/01/2001"", ""metaData"": {""groupName"": ""Remove Representatives 1"", ""sectionId"": ""REMOVE_REPS""}}}, {""contactFirstName"": {""label"": ""First name"", ""value"": ""first"", ""metaData"": {""groupName"": ""Contact Details"", ""sectionId"": ""CONTACT""}}}, {""contactLastName"": {""label"": ""Last name"", ""value"": ""last"", ""metaData"": {""groupName"": ""Contact Details"", ""sectionId"": ""CONTACT""}}}, {""contactPhoneNumber"": {""label"": ""Phone number"", ""value"": ""0412345678"", ""metaData"": {""groupName"": ""Contact Details"", ""sectionId"": ""CONTACT""}}}]",2024-08-08 06:43:53,employer,e99099990,""
143417,MANAGE-POLICY-COMMITTEE-REPRESENTATIVES-UPDATE,Update policy committee representatives,WORKFLOW,"[{""addRepType"": {""label"": ""Type of representative"", ""value"": ""Employee"", ""metaData"": {""groupName"": ""Add Representatives 1"", ""sectionId"": ""ADD_REPS""}}}, {""addRepFirstName"": {""label"": ""First name"", ""value"": ""ContactTest"", ""metaData"": {""groupName"": ""Add Representatives 1"", ""sectionId"": ""ADD_REPS""}}}, {""addRepLastName"": {""label"": ""Last name"", ""value"": ""ContactUser"", ""metaData"": {""groupName"": ""Add Representatives 1"", ""sectionId"": ""ADD_REPS""}}}, {""addRepDateOfAppointment"": {""label"": ""Date of appointment"", ""value"": ""12/02/2021"", ""metaData"": {""groupName"": ""Add Representatives 1"", ""sectionId"": ""ADD_REPS""}}}, {""removeRepType"": {""label"": ""Type of representative"", ""value"": ""Employer"", ""metaData"": {""groupName"": ""Remove Representatives 1"", ""sectionId"": ""REMOVE_REPS""}}}, {""removeRepFirstName"": {""label"": ""First name"", ""value"": ""ContactTestEmployer"", ""metaData"": {""groupName"": ""Remove Representatives 1"", ""sectionId"": ""REMOVE_REPS""}}}, {""removeRepLastName"": {""label"": ""Last name"", ""value"": ""ContactUserEmployer"", ""metaData"": {""groupName"": ""Remove Representatives 1"", ""sectionId"": ""REMOVE_REPS""}}}, {""removeRepDateOfExit"": {""label"": ""Date of exit"", ""value"": ""11/02/2021"", ""metaData"": {""groupName"": ""Remove Representatives 1"", ""sectionId"": ""REMOVE_REPS""}}}, {""contactFirstName"": {""label"": ""First name"", ""value"": ""ContactTestUser"", ""metaData"": {""groupName"": ""Contact Details"", ""sectionId"": ""CONTACT""}}}, {""contactLastName"": {""label"": ""Last name"", ""value"": ""ContactTest"", ""metaData"": {""groupName"": ""Contact Details"", ""sectionId"": ""CONTACT""}}}, {""contactPhoneNumber"": {""label"": ""Phone number"", ""value"": ""0423456789"", ""metaData"": {""groupName"": ""Contact Details"", ""sectionId"": ""CONTACT""}}}]",2024-08-08 06:43:27,employer,e99099990,""
143416,UPDATE-PLAN-CONTACT-DETAILS-FORM,Update plan contact details,WORKFLOW,"[{""updatePrimaryContact"": {""label"": ""Do you want to update primary contact?"", ""value"": ""Yes"", ""metaData"": {""groupName"": ""Primary contact"", ""sectionId"": ""primaryContact""}}}, {""updateBusinessAddress"": {""label"": ""Do you want to update business address?"", ""value"": ""No"", ""metaData"": {""groupName"": ""Business address details"", ""sectionId"": ""businessAddressDetails""}}}, {""updatePayrollContact"": {""label"": ""Would you like to add a Payroll contact?"", ""value"": ""Yes"", ""metaData"": {""groupName"": ""Payroll contact"", ""sectionId"": ""payrollContact""}}}, {""updateMiscContact"": {""label"": ""Would you like to add a Miscellaneous contact?"", ""value"": ""Yes"", ""metaData"": {""groupName"": ""Miscellaneous contact"", ""sectionId"": ""miscellaneousContact""}}}, {""miscContactTitle"": {""label"": ""Title"", ""value"": ""Miss"", ""metaData"": {""groupName"": ""Miscellaneous contact 1"", ""sectionId"": ""miscellaneousContact""}}}, {""miscContactFirstName"": {""label"": ""First name"", ""value"": ""Test user three"", ""metaData"": {""groupName"": ""Miscellaneous contact 1"", ""sectionId"": ""miscellaneousContact""}}}, {""miscContactLastName"": {""label"": ""Last name"", ""value"": ""Test user last name three"", ""metaData"": {""groupName"": ""Miscellaneous contact 1"", ""sectionId"": ""miscellaneousContact""}}}, {""contactFirstName"": {""label"": ""First name"", ""value"": ""Test"", ""metaData"": {""groupName"": ""Your contact details"", ""sectionId"": ""contactDetails""}}}, {""contactLastName"": {""label"": ""Last name"", ""value"": ""plancontact"", ""metaData"": {""groupName"": ""Your contact details"", ""sectionId"": ""contactDetails""}}}, {""contactPhoneNumber"": {""label"": ""Phone number"", ""value"": ""04123456789"", ""metaData"": {""groupName"": ""Your contact details"", ""sectionId"": ""contactDetails""}}}, {""contactEmail"": {""label"": ""Email"", ""value"": ""a@b.com"", ""metaData"": {""groupName"": ""Your contact details"", ""sectionId"": ""contactDetails""}}}, {""primaryContactTitle"": {""label"": ""Title"", ""value"": ""Mr"", ""metaData"": {""groupName"": ""Primary contact"", ""sectionId"": ""primaryContact""}}}, {""primaryContactFirstName"": {""label"": ""First name"", ""value"": ""Test user one"", ""metaData"": {""groupName"": ""Primary contact"", ""sectionId"": ""primaryContact""}}}, {""primaryContactLastName"": {""label"": ""Last name"", ""value"": ""Test user last name one"", ""metaData"": {""groupName"": ""Primary contact"", ""sectionId"": ""primaryContact""}}}, {""payrollContactTitle"": {""label"": ""Title"", ""value"": ""Mr"", ""metaData"": {""groupName"": ""Payroll contact"", ""sectionId"": ""payrollContact""}}}, {""payrollContactFirstName"": {""label"": ""First name"", ""value"": ""Test user two"", ""metaData"": {""groupName"": ""Payroll contact"", ""sectionId"": ""payrollContact""}}}, {""payrollContactLastName"": {""label"": ""Last name"", ""value"": ""Test user last name two"", ""metaData"": {""groupName"": ""Payroll contact"", ""sectionId"": ""payrollContact""}}}]",2024-08-08 06:43:27,employer,e99099990,""
143415,MANAGE-EMPLOYEES-EXIT,Exit employee,WORKFLOW,"[{""firstName"": {""label"": ""First name"", ""value"": ""James"", ""metaData"": {""groupName"": ""Employee details 1"", ""sectionId"": ""EMPLOYEE_DETAILS""}}}, {""lastName"": {""label"": ""Last name"", ""value"": ""Tracy"", ""metaData"": {""groupName"": ""Employee details 1"", ""sectionId"": ""EMPLOYEE_DETAILS""}}}, {""accountNumber"": {""label"": ""Account number"", ""value"": ""99999999"", ""metaData"": {""groupName"": ""Employee details 1"", ""sectionId"": ""EMPLOYEE_DETAILS""}}}, {""dateOfExit"": {""label"": ""Date of exit"", ""value"": ""03/02/2021"", ""metaData"": {""groupName"": ""Employee details 1"", ""sectionId"": ""EMPLOYEE_DETAILS""}}}, {""contactFirstName"": {""label"": ""First name"", ""value"": ""Jenny"", ""metaData"": {""groupName"": ""Contact Details"", ""sectionId"": ""CONTACT_DETAILS""}}}, {""contactLastName"": {""label"": ""Last name"", ""value"": ""Smith"", ""metaData"": {""groupName"": ""Contact Details"", ""sectionId"": ""CONTACT_DETAILS""}}}, {""contactPhoneNumber"": {""label"": ""Phone number"", ""value"": ""0456767654"", ""metaData"": {""groupName"": ""Contact Details"", ""sectionId"": ""CONTACT_DETAILS""}}}, {""contactEmail"": {""label"": ""Email"", ""value"": ""test@test.com"", ""metaData"": {""groupName"": ""Contact Details"", ""sectionId"": ""CONTACT_DETAILS""}}}]",2024-08-08 06:43:26,employer,e99099990,""
143418,MANAGE-EMPLOYEES-ADD,Add new employee,WORKFLOW,"[{""title"": {""label"": ""Title"", ""value"": ""Mr"", ""metaData"": {""groupName"": ""Employee personal details"", ""sectionId"": ""EMPLOYEE_PERSONAL_DETAILS""}}}, {""firstName"": {""label"": ""First name"", ""value"": ""James"", ""metaData"": {""groupName"": ""Employee personal details"", ""sectionId"": ""EMPLOYEE_PERSONAL_DETAILS""}}}, {""lastName"": {""label"": ""Last name"", ""value"": ""Tracy"", ""metaData"": {""groupName"": ""Employee personal details"", ""sectionId"": ""EMPLOYEE_PERSONAL_DETAILS""}}}, {""gender"": {""label"": ""Gender"", ""value"": ""Male"", ""metaData"": {""groupName"": ""Employee personal details"", ""sectionId"": ""EMPLOYEE_PERSONAL_DETAILS""}}}, {""country"": {""label"": ""Country"", ""value"": ""Australia"", ""metaData"": {""groupName"": ""Employee contact details"", ""sectionId"": ""EMPLOYEE_CONTACT_DETAILS""}}}, {""postalAddress"": {""label"": ""Is your postal address"", ""value"": ""Same as business address"", ""metaData"": {""groupName"": ""Employee contact details"", ""sectionId"": ""EMPLOYEE_CONTACT_DETAILS""}}}, {""dateJoinedCompany"": {""label"": ""Date joined company"", ""value"": ""10/11/2001"", ""metaData"": {""groupName"": ""Employment details"", ""sectionId"": ""EMPLOYMENT_DETAILS""}}}, {""basisOfEmployment"": {""label"": ""Basis of employment"", ""value"": ""Fixed Term Employee"", ""metaData"": {""groupName"": ""Employment details"", ""sectionId"": ""EMPLOYMENT_DETAILS""}}}, {""currentAnnualSalary"": {""label"": ""Current annual salary"", ""value"": ""70000"", ""metaData"": {""groupName"": ""Employment details"", ""sectionId"": ""EMPLOYMENT_DETAILS""}}}, {""activelyAtWork"": {""label"": ""Was the new employee actively at work on the day insurance cover first commenced (usually date joined plan)?"", ""value"": ""Yes"", ""metaData"": {""groupName"": ""Employment details"", ""sectionId"": ""EMPLOYMENT_DETAILS""}}}, {""contactFirstName"": {""label"": ""First name"", ""value"": ""Jake"", ""metaData"": {""groupName"": ""Contact Details"", ""sectionId"": ""CONTACT_DETAILS""}}}, {""contactLastName"": {""label"": ""Last name"", ""value"": ""Spencer"", ""metaData"": {""groupName"": ""Contact Details"", ""sectionId"": ""CONTACT_DETAILS""}}}, {""contactPhoneNumber"": {""label"": ""Phone number"", ""value"": ""0450323456"", ""metaData"": {""groupName"": ""Contact Details"", ""sectionId"": ""CONTACT_DETAILS""}}}, {""dateOfBirth"": {""label"": ""Date of birth"", ""value"": ""20/10/1994"", ""metaData"": {""groupName"": ""Employee personal details"", ""sectionId"": ""EMPLOYEE_PERSONAL_DETAILS""}}}, {""streetAddress1"": {""label"": ""Street address 1"", ""value"": ""105 Miller St"", ""metaData"": {""groupName"": ""Employee contact details"", ""sectionId"": ""EMPLOYEE_CONTACT_DETAILS""}}}, {""streetAddress2"": {""label"": ""Street address 2"", ""value"": """", ""metaData"": {""groupName"": ""Employee contact details"", ""sectionId"": ""EMPLOYEE_CONTACT_DETAILS""}}}, {""state"": {""label"": ""State"", ""value"": ""VIC"", ""metaData"": {""groupName"": ""Employee contact details"", ""sectionId"": ""EMPLOYEE_CONTACT_DETAILS""}}}, {""suburb"": {""label"": ""Suburb"", ""value"": ""EPPING"", ""metaData"": {""groupName"": ""Employee contact details"", ""sectionId"": ""EMPLOYEE_CONTACT_DETAILS""}}}, {""postcode"": {""label"": ""Postcode"", ""value"": ""3076"", ""metaData"": {""groupName"": ""Employee contact details"", ""sectionId"": ""EMPLOYEE_CONTACT_DETAILS""}}}]",2024-08-08 06:43:25,employer,e99099990,""
